Platform,Publisher,GoodsSold,GoodsName,Campaign_ID,CampaignName,PlatAccountNbr,CampaignDate,AmountSpent,PlatBResult,PlatValue,Impressions,Clicks,LPViews,LPViewCost,Leads,LeadCost,LinkClicks,FulfillmentOrders,FulfillmentRevenue
Google,PUB_346ff32e,Alpha Group,BA,CMPN-9501-46,Engagement_Special_Dec22,ACCT-6558232971,2024-04-18,17.14,0,0.0,14,4,0,0,0,0,0,0,0.0
Google,PUB_346ff32e,Alpha Group,CJJ,CMPN-5902-85,Retargeting_General_Mar24,ACCT-6558232971,2024-02-26,16.9,0,0.0,3,1,0,0,0,0,0,0,0.0
Google,PUB_346ff32e,Alpha Group,BS,CAM-8T2SA5BN,Retargeting_Seasonal_Dec23,ACCT-6558232971,2024-05-22,397.17,0,0.0,98,16,0,0,0,0,0,0,0.0
Google,PUB_346ff32e,Alpha Group,BS,CAM-8T2SA5BN,Retargeting_Seasonal_Dec23,ACCT-6558232971,2024-11-14,176.07,0,0.0,38,11,0,0,0,0,0,0,0.0
Google,PUB_346ff32e,Alpha Group,BS,CAM-8T2SA5BN,Retargeting_Seasonal_Dec23,ACCT-6558232971,2024-10-11,334.04,0,0.0,72,14,0,0,0,0,0,0,0.0
Google,PUB_346ff32e,Alpha Group,BS,CAM-8T2SA5BN,Retargeting_Seasonal_Dec23,ACCT-6558232971,2024-05-02,155.9,0,0.0,47,8,0,0,0,0,0,0,0.0
Google,PUB_346ff32e,Alpha Group,DEM,CMPN-5155-12,Awareness_Premium_Jun24,ACCT-6558232971,2024-09-25,4.68,0,0.0,9,2,0,0,0,0,0,0,0.0
Google,PUB_346ff32e,Alpha Group,PUS,CMPN-2106-54,Engagement_Seasonal_Q324,ACCT-6558232971,2024-02-01,24.86,0,0.0,8,2,0,0,0,0,0,0,0.0
Google,PUB_346ff32e,Alpha Group,RS,CMPN-2106-54,Conversion_Value_Mar23,ACCT-6558232971,2024-09-24,1.76,0,0.0,2,1,0,0,0,0,0,0,0.0
Google,PUB_346ff32e,Alpha Group,RS,CMPN-2106-54,Conversion_Value_Mar23,ACCT-6558232971,2024-11-05,33.87,0,0.0,6,2,0,0,0,0,0,0,0.0
Google,PUB_346ff32e,Alpha Group,RS,CMPN-2106-54,Conversion_Value_Mar23,ACCT-6558232971,2024-02-28,52.55,0,0.0,7,2,0,0,0,0,0,0,0.0
Google,PUB_346ff32e,Alpha Group,YW,CAM-JWTEKTSG,Engagement_Special_Sep23,ACCT-4779649389,2024-08-07,3.24,1,1.0,24,4,0,0,0,0,0,0,0.0
Google,PUB_346ff32e,Alpha Group,YW,CAM-JWTEKTSG,Engagement_Special_Sep23,ACCT-4779649389,2024-05-25,2.42,1,1.0,19,4,0,0,0,0,0,0,0.0
Google,PUB_346ff32e,Alpha Group,YW,CAM-JWTEKTSG,Engagement_Special_Sep23,ACCT-4779649389,2024-04-14,4.94,0,0.0,21,6,0,0,0,0,0,0,0.0
Google,PUB_346ff32e,Alpha Group,CM,CAM-KBHB7S9T,Awareness_Premium_Jun24,874-123-5888,2024-01-16,45.31,1,19.95,64,20,0,0,0,0,0,0,0.0
Google,PUB_346ff32e,Alpha Group,DDT,24-35006-119,Retargeting_General_May24,ACCT-6558232971,2024-05-19,0.0,0,0.0,2,0,0,0,0,0,0,0,0.0
Google,PUB_346ff32e,Alpha Group,ZTN,29-32439-774,Engagement_Premium_Apr24,ACCT-4779649389,2024-10-12,4.62,0,0.0,11,4,0,0,0,0,0,0,0.0
Google,PUB_346ff32e,Alpha Group,WX,CAM-K5BXJ2PO,Awareness_Seasonal_Jun24,ACCT-4779649389,2024-02-08,2.87,0,0.0,23,4,0,0,0,0,0,0,0.0
Google,PUB_346ff32e,Alpha Group,WX,CAM-K5BXJ2PO,Awareness_Seasonal_Jun24,ACCT-4779649389,2024-04-22,8.83,0,0.0,101,14,0,0,0,0,0,0,0.0
Google,PUB_346ff32e,Alpha Group,WX,CAM-K5BXJ2PO,Awareness_Seasonal_Jun24,ACCT-4779649389,2024-05-21,5.78,0,0.0,112,8,0,0,0,0,0,0,0.0
Google,PUB_346ff32e,Alpha Group,WX,CAM-K5BXJ2PO,Awareness_Seasonal_Jun24,ACCT-4779649389,2024-09-26,4.71,1,1.0,16,6,0,0,0,0,0,0,0.0
Google,PUB_346ff32e,Alpha Group,WX,CAM-K5BXJ2PO,Awareness_Seasonal_Jun24,ACCT-4779649389,2024-03-14,2.2,0,0.0,10,3,0,0,0,0,0,0,0.0
Google,PUB_3b1e5f03,Alpha Group,OS,CMPN-7334-53,Retargeting_Value_Dec23,PFM-529-1256,2024-11-14,87.21,8,169.76,246,63,0,0,0,0,0,0,0.0
Google,PUB_3b1e5f03,Alpha Group,OS,CMPN-7334-53,Retargeting_Value_Dec23,PFM-529-1256,2024-05-26,87.92,11,129.88,194,44,0,0,0,0,0,0,0.0
Google,PUB_3b1e5f03,Alpha Group,OS,CMPN-7334-53,Retargeting_Value_Dec23,PFM-529-1256,2024-09-30,56.36,3,49.94,461,43,0,0,0,0,0,0,0.0
Google,PUB_3b1e5f03,Alpha Group,OS,CMPN-7334-53,Retargeting_Value_Dec23,PFM-529-1256,2024-03-16,42.65,4,49.94,125,21,0,0,0,0,0,0,0.0
Google,PUB_3b1e5f03,Alpha Group,OS,CMPN-7334-53,Retargeting_Value_Dec23,PFM-529-1256,2024-08-06,105.89,1,19.97,260,57,0,0,0,0,0,0,0.0
Google,PUB_3b1e5f03,Alpha Group,OS,CMPN-9171-49,Prospecting_Seasonal_Feb22,PFM-529-1256,2024-03-21,24.61,3,49.94,107,18,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Nexus Holdings,BPN,CAM-UVULEMX1,Prospecting_Value_Sep24,ACCT-5061132227,2024-10-12,31.66,20,131.74,7567,251,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Nexus Holdings,BPN,CAM-UVULEMX1,Prospecting_Value_Sep24,ACCT-5061132227,2024-09-24,52.59,23,152.6,11810,296,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Nexus Holdings,BPN,CAM-UVULEMX1,Prospecting_Value_Sep24,ACCT-5061132227,2024-08-30,22.12,17,212.52,4896,164,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Nexus Holdings,BPN,CAM-UVULEMX1,Prospecting_Value_Sep24,ACCT-5061132227,2024-08-02,26.29,6,56.9,5150,135,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,TO,16-47700-714,Retargeting_Special_Jul23,ACCT-3706601345,2024-06-07,25.21,5,167.0,281,33,0,0,0,0,0,6,203.0
Google,PUB_527cb9d6,Alpha Group,TO,16-47700-714,Retargeting_Special_Jul23,ACCT-3706601345,2024-08-29,79.4,9,249.0,379,48,0,0,0,0,0,7,213.0
Google,PUB_527cb9d6,Alpha Group,QK,71-39392-967,Conversion_Value_Apr22,ACCT-5061132227,2024-08-10,39.09,1,2.95,55,30,0,0,0,0,0,1,31.0
Google,PUB_527cb9d6,Alpha Group,QK,71-39392-967,Conversion_Value_Apr22,ACCT-5061132227,2024-09-03,15.19,0,0.0,60,12,0,0,0,0,0,1,31.0
Google,PUB_527cb9d6,Alpha Group,EF,88-98470-758,Retargeting_Special_Q323,ACCT-6211764545,2024-02-02,4.01,0,0.0,8,2,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,FSG,CAM-TLCXLVPY,Awareness_Premium_Q124,ACCT-6211764545,2024-01-28,29.88,0,0.0,38,9,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,FSG,CAM-TLCXLVPY,Engagement_Special_Q222,ACCT-6211764545,2024-10-13,2.75,0,0.0,6,2,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,FSG,CAM-TLCXLVPY,Engagement_Special_Q222,ACCT-6211764545,2024-06-27,66.98,1,28.0,17,6,0,0,0,0,0,1,28.0
Google,PUB_527cb9d6,Alpha Group,NGX,44-13794-284,Conversion_Premium_Q122,PFM-945-4578,2024-03-10,12.63,0,0.0,24,8,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,NGX,44-13794-284,Retargeting_Premium_Feb24,PFM-945-4578,2024-10-03,3.34,0,0.0,7,3,0,0,0,0,0,2,36.0
Google,PUB_527cb9d6,Alpha Group,NGX,44-13794-284,Retargeting_Premium_Feb24,PFM-945-4578,2024-05-05,2.78,0,0.0,13,2,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,LYY,CMPN-6062-53,Prospecting_Seasonal_Q224,ACCT-5061132227,2023-12-17,15.74,3,27.99,44,12,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,LYY,CMPN-6062-53,Conversion_General_Nov22,ACCT-5061132227,2024-05-22,18.5,1,0.0,189,13,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,LYY,CMPN-6062-53,Conversion_General_Nov22,ACCT-5061132227,2024-09-11,30.47,1,10.0,39,13,0,0,0,0,0,3,30.0
Google,PUB_527cb9d6,Alpha Group,FX,CMPN-1100-33,Retargeting_Special_Jul23,ACCT-6211764545,2024-06-07,20.75,0,0.0,19,7,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,FX,CMPN-1100-33,Retargeting_Special_Jul23,ACCT-6211764545,2024-10-23,31.69,0,0.0,19,6,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,PDD,CAM-UOFWB0HP,Prospecting_Special_Oct24,ACCT-6211764545,2024-04-11,7.47,0,5.74,5,4,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,CL,CMPN-3578-57,Retargeting_Premium_Dec23,ACCT-6211764545,2023-12-10,8.51,0,0.0,8,4,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,CL,CMPN-3578-57,Engagement_Premium_May24,ACCT-6211764545,2024-08-16,8.98,0,0.0,9,5,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,CL,CMPN-3578-57,Engagement_Premium_May24,ACCT-6211764545,2024-09-08,5.81,0,0.0,9,3,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,CL,CMPN-3578-57,Engagement_Premium_May24,ACCT-6211764545,2024-06-25,5.18,0,0.0,5,3,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,BW,CMPN-6314-82,Awareness_Value_Apr23,PFM-945-4578,2024-06-21,5.4,2,40.0,34,4,0,0,0,0,0,2,40.0
Google,PUB_527cb9d6,Alpha Group,BW,CMPN-6314-82,Awareness_Value_Apr23,PFM-945-4578,2024-09-16,137.98,0,0.0,310,49,0,0,0,0,0,1,25.0
Google,PUB_527cb9d6,Alpha Group,BW,CMPN-6314-82,Awareness_Value_Apr23,PFM-945-4578,2024-05-03,6.63,0,0.0,29,3,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,BW,CMPN-6314-82,Awareness_Value_Apr23,PFM-945-4578,2024-10-18,12.77,1,20.0,14,4,0,0,0,0,0,3,60.0
Google,PUB_527cb9d6,Alpha Group,ESJ,CAM-81JHUWB6,Conversion_Special_Jul22,PFM-470-2279,2024-11-14,12.72,0,0.0,74,3,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,QK,24-55242-540,Conversion_Premium_Q323,ACCT-5061132227,2023-12-21,11.67,0,0.0,23,8,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,QK,24-55242-540,Retargeting_Value_Nov23,ACCT-5061132227,2024-05-20,39.46,2,62.0,31,23,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,RG,CMPN-4460-27,Prospecting_General_Sep23,796-872-2341,2023-11-25,12.14,2,59.98,61,7,0,0,0,0,0,1,29.99
Google,PUB_527cb9d6,Alpha Group,RG,CMPN-4460-27,Awareness_Value_Jun23,796-872-2341,2024-08-22,26.85,1,35.0,55,10,0,0,0,0,0,1,35.0
Google,PUB_527cb9d6,Alpha Group,RG,CMPN-4460-27,Awareness_Value_Jun23,796-872-2341,2024-06-11,16.01,2,59.98,59,8,0,0,0,0,0,2,59.98
Google,PUB_527cb9d6,Alpha Group,RG,CMPN-4460-27,Awareness_Value_Jun23,796-872-2341,2024-06-12,30.2,1,29.99,86,15,0,0,0,0,0,1,29.99
Google,PUB_527cb9d6,Alpha Group,RG,CMPN-4460-27,Awareness_Value_Jun23,796-872-2341,2024-08-21,50.16,0,0.0,63,20,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,EY,CMPN-5742-51,Retargeting_Special_Apr23,796-872-2341,2024-10-11,12.31,0,0.0,3,2,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,YCZ,CAM-A0GNZS43,Awareness_Seasonal_Jul24,796-872-2341,2024-02-21,27.85,0,0.0,81,14,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,FR,CMPN-8325-15,Brand_Premium_Oct24,796-872-2341,2024-06-07,13.81,1,26.0,24,9,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,FR,CMPN-8325-15,Brand_Premium_Oct24,796-872-2341,2024-10-24,18.16,0,0.0,24,8,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,WZ,CAM-O0PQCLPO,Conversion_Special_Q123,PFM-557-9653,2024-08-18,100.7,2,198.61,162,46,0,0,0,0,0,2,167.9
Google,PUB_527cb9d6,Alpha Group,WZ,CAM-O0PQCLPO,Conversion_Special_Q123,PFM-557-9653,2024-06-11,60.99,1,34.95,82,21,0,0,0,0,0,3,153.85
Google,PUB_527cb9d6,Alpha Group,HP,63-47947-217,Conversion_General_Dec23,ACCT-6211764545,2023-12-03,34.78,2,41.0,40,16,0,0,0,0,0,1,23.0
Google,PUB_527cb9d6,Alpha Group,HP,63-47947-217,Conversion_General_Dec23,ACCT-6211764545,2024-02-28,15.78,1,14.0,34,8,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,HP,63-47947-217,Conversion_General_Dec23,ACCT-6211764545,2023-12-19,41.71,4,81.97,53,20,0,0,0,0,0,3,59.0
Google,PUB_527cb9d6,Alpha Group,HP,63-47947-217,Prospecting_Special_Q122,ACCT-6211764545,2024-06-07,3.61,1,23.0,26,3,0,0,0,0,0,1,23.0
Google,PUB_527cb9d6,Alpha Group,HP,63-47947-217,Prospecting_Special_Q122,ACCT-6211764545,2024-08-29,40.5,1,18.0,56,17,0,0,0,0,0,1,18.0
Google,PUB_527cb9d6,Alpha Group,ESJ,CAM-2W37D4IV,Conversion_General_May23,PFM-470-2279,2024-07-12,10.2,0,33.4,76,5,0,0,0,0,0,2,103.9
Google,PUB_527cb9d6,Alpha Group,UWK,CMPN-1939-19,Retargeting_General_Dec23,PFM-214-2011,2024-05-15,12.87,0,0.0,12,7,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,TO,20-61873-991,Engagement_Premium_Nov23,ACCT-3706601345,2024-08-22,0.32,0,0.0,113,2,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,NGX,CMPN-6562-38,Engagement_Seasonal_May23,PFM-945-4578,2024-03-31,5.82,0,0.0,177,5,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,NGX,CMPN-6562-38,Engagement_Seasonal_May23,PFM-945-4578,2024-08-13,51.75,0,0.0,281,23,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,LYY,CMPN-3754-19,Engagement_General_Dec22,ACCT-5061132227,2024-03-31,10.69,0,0.0,444,7,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,LYY,CMPN-3754-19,Engagement_General_Dec22,ACCT-5061132227,2024-08-06,29.0,1,10.0,1404,51,0,0,0,0,0,2,18.0
Google,PUB_527cb9d6,Alpha Group,LYY,CMPN-3754-19,Engagement_General_Dec22,ACCT-5061132227,2024-09-12,31.74,3,35.79,2851,69,0,0,0,0,0,1,10.0
Google,PUB_527cb9d6,Alpha Group,PZR,91-24945-643,Brand_Special_Q223,ACCT-5061132227,2024-05-17,24.76,0,1.99,1619,12,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,PDD,34-55793-459,Awareness_Value_Sep23,ACCT-6211764545,2024-03-22,0.02,0,0.0,24,0,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,BF,92-29358-341,Conversion_Premium_Jan23,PFM-888-6095,2024-05-17,116.89,1,19.96,2970,81,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,HP,91-63242-472,Prospecting_Value_Feb23,ACCT-6211764545,2024-03-12,0.01,0,0.0,65,0,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,BW,CMPN-6179-29,Engagement_General_Q123,PFM-945-4578,2024-05-09,2.54,0,0.0,113,2,0,0,0,0,0,2,35.0
Google,PUB_527cb9d6,Alpha Group,BW,CMPN-6179-29,Engagement_General_Q123,PFM-945-4578,2024-04-14,2.27,0,0.0,249,5,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,RG,CMPN-2118-70,Prospecting_Seasonal_Sep24,796-872-2341,2024-09-06,16.49,1,29.99,413,16,0,0,0,0,0,2,59.98
Google,PUB_527cb9d6,Alpha Group,FR,CMPN-5961-45,Conversion_General_Apr22,796-872-2341,2024-08-27,3.62,1,26.0,111,2,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,FR,CMPN-5961-45,Conversion_General_Apr22,796-872-2341,2024-08-24,5.26,0,0.0,88,3,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,YC,17-56129-619,Brand_Value_Q424,PFM-945-4578,2024-09-09,7.65,0,0.0,286,8,0,0,0,0,0,1,20.0
Google,PUB_527cb9d6,Alpha Group,YC,17-56129-619,Brand_Value_Q424,PFM-945-4578,2024-08-24,6.05,0,0.0,222,9,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,EY,CAM-LQC3C54W,Awareness_Value_Oct24,796-872-2341,2024-04-04,0.04,0,0.0,38,0,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,FX,CMPN-1272-57,Awareness_Special_Aug24,ACCT-6211764545,2024-11-01,6.95,0,0.0,20,4,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,RG,CMPN-5012-97,Brand_Seasonal_Q224,796-872-2341,2024-11-19,29.67,2,47.98,51,12,0,0,0,0,0,2,47.98
Google,PUB_527cb9d6,Alpha Group,UWK,83-39824-838,Retargeting_General_Jan22,PFM-214-2011,2024-11-08,13.45,0,0.0,62,9,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,BF,CAM-0RNUJJQ9,Awareness_Seasonal_Q124,PFM-888-6095,2024-11-12,29.77,1,19.96,39,9,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,UWK,CAM-Q349DXBZ,Prospecting_Seasonal_Nov23,PFM-214-2011,2024-11-04,12.17,1,15.0,20,9,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,UWK,CAM-OHSWQ40Z,Awareness_Special_Jul24,PFM-214-2011,2024-11-15,21.37,1,15.0,61,11,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,UWK,CMPN-9586-76,Brand_Special_May23,PFM-214-2011,2024-10-09,20.33,0,0.0,51,11,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,UWK,CMPN-9586-76,Brand_Special_May23,PFM-214-2011,2024-04-06,4.72,0,0.0,30,6,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,UWK,CAM-VGWW4FYB,Brand_Seasonal_Aug22,PFM-214-2011,2024-10-11,16.92,0,0.0,2630,19,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,WZ,CMPN-1430-56,Brand_Special_Apr24,PFM-557-9653,2024-05-11,4.44,0,0.0,157,3,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,ESJ,52-18639-437,Retargeting_Premium_Aug23,PFM-470-2279,2024-04-07,1.3,0,0.0,6,1,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,ESJ,CAM-UNJ48VFC,Engagement_Value_May24,PFM-470-2279,2024-05-08,3.62,0,0.0,12,2,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,ESJ,CAM-UNJ48VFC,Engagement_Value_May24,PFM-470-2279,2024-04-26,5.97,0,0.0,17,4,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,VBI,20-55398-552,Retargeting_Value_Mar22,PFM-220-5833,2024-04-26,2.2,0,0.0,10,1,0,0,0,0,0,0,0.0
Google,PUB_527cb9d6,Alpha Group,VBI,CMPN-9437-81,Brand_Value_Q122,PFM-220-5833,2024-10-28,1.71,0,0.0,20,1,0,0,0,0,0,0,0.0
Google,PUB_6aa09766,Alpha Group,BRI,CAM-V7LN23Y3,Conversion_Seasonal_Dec23,PFM-617-4312,2024-01-16,1.45,0,0.0,10,1,0,0,0,0,0,0,0.0
Google,PUB_6aa09766,Alpha Group,BRI,97-78995-195,Awareness_General_Jun22,PFM-617-4312,2024-08-28,16.37,2,60.99,13,9,0,0,0,0,0,0,0.0
Google,PUB_6aa09766,Alpha Group,BRI,95-65496-620,Retargeting_Premium_Jun24,PFM-617-4312,2024-08-01,3.89,0,0.0,22,2,0,0,0,0,0,0,0.0
Google,PUB_6aa09766,Alpha Group,BRI,95-65496-620,Retargeting_Premium_Jun24,PFM-617-4312,2024-02-25,9.45,0,0.0,39,5,0,0,0,0,0,0,0.0
Google,PUB_6aa09766,Alpha Group,BRI,CMPN-1298-56,Prospecting_Value_Dec24,PFM-617-4312,2023-11-23,241.94,0,0.0,4021,260,0,0,0,0,0,0,0.0
Google,PUB_dce0e7ce,Alpha Group,AYN,CMPN-3953-37,Prospecting_Value_Oct24,PFM-649-3455,2024-10-10,19.48,3,54.0,99,14,0,0,0,0,0,3,54.0
Google,PUB_dce0e7ce,Alpha Group,AYN,CMPN-3953-37,Prospecting_Value_Oct24,PFM-649-3455,2024-09-05,40.19,6,102.0,112,23,0,0,0,0,0,5,84.0
Google,PUB_dce0e7ce,Alpha Group,AYN,CMPN-8967-34,Prospecting_Value_Aug24,PFM-649-3455,2024-03-18,31.46,4,64.0,109,19,0,0,0,0,0,0,0.0
Google,PUB_dce0e7ce,Alpha Group,AYN,CMPN-8967-34,Prospecting_Value_Aug24,PFM-649-3455,2024-08-16,13.68,3,54.0,57,8,0,0,0,0,0,0,0.0
Google,PUB_dce0e7ce,Alpha Group,AYN,CMPN-8967-34,Prospecting_Value_Aug24,PFM-649-3455,2024-03-30,25.21,0,0.0,65,13,0,0,0,0,0,0,0.0
Google,PUB_dce0e7ce,Alpha Group,AYN,CAM-L9ZS13C9,Retargeting_General_Jan23,PFM-649-3455,2024-11-03,10.2,0,0.0,182,8,0,0,0,0,0,0,0.0
Google,PUB_dce0e7ce,Alpha Group,AYN,CAM-L9ZS13C9,Retargeting_General_Jan23,PFM-649-3455,2024-07-13,0.0,0,0.0,59,0,0,0,0,0,0,0,0.0
Google,PUB_015eb958,Alpha Group,BGR,CAM-9FK2ST0S,Retargeting_Value_Jun23,435-974-9525,2024-07-26,20.85,4,80.0,330,14,0,0,0,0,0,0,0.0
Google,PUB_015eb958,Alpha Group,BGR,CAM-9FK2ST0S,Retargeting_Value_Jun23,435-974-9525,2024-01-17,121.16,11,145.0,1140,77,0,0,0,0,0,0,0.0
Google,PUB_b1e5b15a,Alpha Group,RV,53-91006-234,Conversion_General_Mar23,ACCT-1250584540,2024-01-22,55.2,5,104.96,84,22,0,0,0,0,0,0,0.0
Google,PUB_b1e5b15a,Alpha Group,RV,53-91006-234,Conversion_General_Mar23,ACCT-1250584540,2023-12-05,57.88,7,139.91,140,41,0,0,0,0,0,0,0.0
Google,PUB_b1e5b15a,Alpha Group,RV,53-91006-234,Conversion_General_Mar23,ACCT-1250584540,2024-05-03,50.39,2,104.98,87,36,0,0,0,0,0,0,0.0
Google,PUB_b1e5b15a,Alpha Group,RV,53-91006-234,Conversion_General_Mar23,ACCT-1250584540,2023-12-28,37.12,4,89.97,119,21,0,0,0,0,0,0,0.0
Google,PUB_b1e5b15a,Alpha Group,RV,53-91006-234,Conversion_General_Mar23,ACCT-1250584540,2024-06-05,22.92,0,0.0,59,22,0,0,0,0,0,0,0.0
Google,PUB_7d2deba6,Alpha Group,KO,58-30218-266,Awareness_Special_Feb22,ACCT-6302020475,2024-02-15,1.99,0,0.0,6,1,0,0,0,0,0,0,0.0
Google,PUB_7d2deba6,Alpha Group,KO,CAM-313FPOYI,Conversion_Seasonal_May24,ACCT-6302020475,2023-12-17,1.98,0,0.0,13,1,0,0,0,0,0,105,1575.0
Google,PUB_7d2deba6,Alpha Group,KO,CAM-313FPOYI,Conversion_Seasonal_May24,ACCT-6302020475,2023-12-16,1.91,1,12.0,11,1,0,0,0,0,0,91,1365.0
Google,PUB_7d2deba6,Alpha Group,KO,CAM-313FPOYI,Prospecting_Special_Jun22,ACCT-6302020475,2024-06-05,8.57,0,0.0,18,6,0,0,0,0,0,0,0.0
Google,PUB_7d2deba6,Alpha Group,KO,CAM-313FPOYI,Prospecting_Special_Jun22,ACCT-6302020475,2024-05-15,7.15,3,36.0,32,6,0,0,0,0,0,0,0.0
Google,PUB_7d2deba6,Alpha Group,KO,76-55156-231,Prospecting_Premium_Sep22,279-725-7643,2024-03-02,83.43,25,299.09,211,84,0,0,0,0,0,14,210.0
Google,PUB_7d2deba6,Alpha Group,KO,CMPN-5668-67,Conversion_Value_Apr23,279-725-7643,2024-10-18,236.71,43,515.98,455,182,0,0,0,0,0,11,165.0
Google,PUB_7d2deba6,Alpha Group,KO,CMPN-5668-67,Conversion_Value_Apr23,279-725-7643,2024-01-27,238.91,25,300.64,375,120,0,0,0,0,0,12,180.0
Google,PUB_7d2deba6,Alpha Group,KO,CMPN-5668-67,Conversion_Value_Apr23,279-725-7643,2024-03-19,88.57,19,228.02,435,156,0,0,0,0,0,18,270.0
Google,PUB_7d2deba6,Alpha Group,KO,CMPN-5668-67,Conversion_Value_Apr23,279-725-7643,2024-06-28,193.05,27,324.0,502,141,0,0,0,0,0,14,210.0
Google,PUB_7d2deba6,Alpha Group,KO,CMPN-5668-67,Conversion_Value_Apr23,279-725-7643,2024-09-19,203.63,17,198.0,332,151,0,0,0,0,0,0,0.0
Google,PUB_7d2deba6,Alpha Group,KO,CMPN-5668-67,Conversion_Value_Apr23,279-725-7643,2024-03-04,106.21,9,111.03,258,101,0,0,0,0,0,10,150.0
Google,PUB_7d2deba6,Alpha Group,KO,CMPN-5616-58,Brand_Value_Jan22,279-725-7643,2024-04-02,109.3,30,360.14,7295,113,0,0,0,0,0,0,0.0
Google,PUB_7d2deba6,Alpha Group,KO,CMPN-5616-58,Brand_Value_Jan22,279-725-7643,2024-10-17,136.98,22,265.92,4097,111,0,0,0,0,0,0,0.0
Google,PUB_7d2deba6,Alpha Group,KO,91-87042-286,Engagement_Seasonal_Jul24,ACCT-6302020475,2024-06-20,11.67,1,12.0,36,7,0,0,0,0,0,0,0.0
Google,PUB_7d2deba6,Alpha Group,KO,CAM-2EJX5TD4,Awareness_Special_Jun24,ACCT-6302020475,2024-07-29,0.0,0,0.0,1,0,0,0,0,0,0,0,0.0
Google,PUB_7d2deba6,Alpha Group,KO,CAM-2EJX5TD4,Awareness_Special_Jun24,ACCT-6302020475,2024-07-17,0.0,0,0.0,2,0,0,0,0,0,0,0,0.0
