Brand/Title,Platform,Date ,Campaign,Optimization,Change(s),Optimization Score ,Results/Next step,Date Change(s) was made,Optimization made by,,,,,,,,
GDT,Social,02-22-2023,PWX_GDT_Control_Circ_Outbound,Changes made,We have duplicated all 4 active ad sets and set those budgets to $25. All 8 ad sets are live.,,,02-22-2023,Lakshmish,,,,,,,,
GDT,Social,02-22-2023,PWX_GDT_Control_Circ_Outbound,Budeget increased,"We have increased the budgets for the above ad sets to $200/day.

PWX_GDT_Competitors_Evergreen_Copy

PWX_GDT_Interests_Flower

PWX_GDT_Interests_Evergreen

PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen",,,02-22-2023,Lakshmish,,,,,,,,
GDT,Social,02-22-2023,PWX_GDT_Control_Circ_Retargeting,Changes made,"We have paused the PWX_GDT_Retargeting_Website Visitors Retargeting_Evergreen ad set and increased the budgets for PWX_GDT_Retargeting_Website Visitors Retargeting_Evergreen_Copy: $75/day
PWX_GDT_LAL_Website Visitors Lookalike_Evergreen: $75/day",,,02-22-2023,Lakshmish,,,,,,,,
GDT,Social,02-24-2023,PWX_GDT_CBO_Outbound_Control_Circ,Campaign launched,Renamed to PWX_GDT_CBO_Control_Circ,,,02-24-2023,Lakshmish,,,,,,,,
GDT,Social,02-24-2023,PWX_GDT_SIP_Catalog_Product,Changes made,We have paused the PWX_GDT_Retargeting_Subscribers and PWX_GDT_Interests_Garden Categories - No Gardening ad sets and activated PWX_GDT_Retargeting_Store Website Visitors and PWX_GDT_Interests_Gardening Only at $10/day.,,,02-24-2023,Lakshmish,,,,,,,,
GDT,Social,02-24-2023,PWX_GDT_SIP_Catalog_Product,Changes made,We have created PWX_GDT_Retargeting_GDT Plans Purchasers' audience ad set at $10/day,,,02-24-2023,Lakshmish,,,,,,,,
GDT,Social,02-28-2023,PWX_GDT_SIP_Catalog_Product,Changes made,"We have paused PWX_GDT_Retargeting_Store Website Visitors
and PWX_GDT_Interests_Gardening Only due to 0 conversions from last 7 days. 
And, activated PWX_GDT_Retargeting_GDT Plans Purchasers and PWX_GDT_Social_Engagement & Followers for testing purposes with $10/ day


",,,02-28-2023,Lakshmish,,Social (March 2023),,SEM (March 2023),,,,
GDT,Social,03-06-2023,PWX_GDT_Control_Circ_Outbound,Ad paused,"In PWX_GDT_Interests_Flower – Copy ad set we have paused PWX_GDT_Control_Evergreen_Video_V2 ad because of the high CPA of $73.64 and has 1 conversion from last 3 days and launched PWX_GDT_Control_Evergreen_Video_V2 – Copy ad.
",,,03-06-2023,Lakshmish,,"Summary

Optimizations in the Current Month for respected campaigns:

PWX_GDT_Control_Circ_Outbound

• Added new Mar creatives to the campaign.
• Paused PWX_GDT_Interests_Flower – Copy ad set because of the high CPA.
• We have updated the description from """"Subscribe and save 52%"""" to """"Plus a FREE gift"""" for all the PWX_GDT_Control_Evergreen_Video_V2 creatives.
• We have decreased the budgets for the active ad sets.

PWX_GDT_Control_Circ_Retargeting

• Added new Mar creatives to the campaign.
• Paused PWX_GDT_Retargeting_NL/IP Lists and PWX_GDT_Retargeting_Website Visitors Retargeting_Evergreen_Copy.
• We have updated the description from """"Subscribe and save 52%"""" to """"Plus a FREE gift"""" for all the PWX_GDT_Control_Evergreen_Video_V2 creatives 
• We have reduced the budget on PWX_GDT_LAL_Website Visitors Lookalike_Evergreen to $50/day.

PWX_GDT_CBO_Control_Circ

• Added new creatives to the campaign.
• And, added the Retargeting ad sets to the campaign 
• We have increased the budget for this campaign to $700/day as discussed on WF.
• Merged PWX_GDT_LAL_Website Visitors Lookalike_Evergreen and PWX_GDT_Retargeting_Website Visitors Retargeting_Evergreen ad sets with the current creatives and named them as PWX_GDT_Stacked_Website Visitor Retargeting & LAL and activate the same.
• We have increased the budget to $1,000/day
We have updated the description from """"Subscribe and save 52%"""" to """"Plus a FREE gift"""" for all the PWX_GDT_Control_Evergreen_Video_V2 creatives ""
• Paused PWX_GDT_Stacked_Website Visitor Retargeting & LAL ad set because of the high CPA of $120.60 and has 1 conversion from last 3 days.

PWX_GDT_Control_Circ_Premium Test_Mar23

• We have launched the campaign with the Compitetors and Interest A and B ad sets.
• In PWX_GDT_Interests_Evergreen_B ad set we have paused Image - GDT Mar23 Premium Test V9 - Test ad because of the high spent of $63.87 and has 0 conversions from last 14 days.
• Since the CPA is high we have reduced the budgets to $10 for active ad sets
• Also paused PWX_GDT_Competitors_Evergreen_B ad set because of the high CPA of $132.02 and has only 1 conversion since last 14 days.

Agenda for the following month:

• Making regular changes and optimizations to the campaign. 
• Try to increase the number of conversions.",,"Summary

Overall Insights:

Google:

• Created Phrase match ad groups in the Circ campaign with performing brand keywords
• Created Pmax campaign with niche asset group (PWX_GDT_Circ_Garden Gate_Feb 22_Pmax)
• Bid adjustments made regualrly at various levels (audience, device and age)

Bing:

• Created Phrase match ad groups in the Circ campaign with performing brand keywords
• Bid adjustments made regualrly at various levels (audience, device and age)

Agenda for the following month:

• We will continue searching more relevant keywords and search terms which can be added to the campaign.
• We will keep a pace up with our regular daily checks at the various levels (Audience, Demographics, Keywords. etc)
• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved
",,,,
GDT,Social,03-08-2023,PWX_GDT_CBO_Control_Circ,Changes made,"• Added new creatives to the campaign.
• And, added the Retargeting ad sets to the campaign 
PWX_GDT_LAL_Website Visitors Lookalike_Evergreen
PWX_GDT_Retargeting_NL/IP Lists
PWX_GDT_Retargeting_Order Page Abandoners_Evergreen
PWX_GDT_Retargeting_Website Visitors Retargeting_Evergreen",,,03-08-2023,Lakshmish,,,,,,,,
GDT,SEM,03-07-2023,Circ_Garden Gate - Feb 22,Changes made,Created Phrase match ad groups in the Circ campaign with performing brand keywords,,Monitoring on the spend from the phrase match ad group ,03-07-2023,Aniket ,,,,,,,,
GDT,SEM,03-07-2023,"PWX_GDT_Circ_Garden Gate_Feb 22_Pmax


",Campaign created,Created Pmax campaign with niche asset group,,,03-07-2023,Aniket ,,,,,,,,
GDT,Bing,03-07-2023,Circ_Garden Gate - Feb 22,Changes made,Created Phrase match ad groups in the Circ campaign with performing brand keywords,,Monitoring on the spend from the phrase match ad group ,03-07-2023,Aniket,,,,,,,,
GDT,Social,03-08-2023,PWX_GDT_Control_Circ_Outbound,Creatives add,"• Added new Mar creatives to the campaign.
",,,03-08-2023,Lakshmish,,,,,,,,
GDT,Social,03-08-2023,PWX_GDT_Control_Circ_Retargeting,Creatives add,"• Added new Mar creatives to the campaign.
",,,03-08-2023,Lakshmish,,,,,,,,
GDT,Social,03-09-2023,PWX_GDT_SIP_Catalog_Product,Changes made,"We have paused PWX_GDT_Retargeting_GDT Plans Purchasers
because of the high spent of $76.80 and has 0 conversions from last 7 days and launched PWX_GDT_Retargeting_NL/IP List ad set with $10/day for testing purposes.
",,,03-09-2023,Lakshmish,,,,,,,,
GDT,Social,03-15-2023,PWX_GDT_CBO_Control_Circ,Budget add,We have increased the budget for this campaign to $700/day as discussed on WF.,,,03-15-2023,Lakshmish,,,,,,,,
GDT,Social,03-20-2023,PWX_GDT_SIP_Catalog_Product,Changes made,"We have paused PWX_GDT_Retargeting_NL/IP List because of the high CPA from last 7 days and in PWX_GDT_Social_Engagement & Followers ad set we have paused and duplicated Carousel - GDT Books - Control which used to perform and also launched PWX_GDT_LAL_Social Lookalike for testing purposes with $10/day.

 
",,,03-20-2023,Lakshmish,,,,,,,,
GDT,Social,03-20-2023,PWX_GDT_Control_Circ_Outbound,Ad set paused,"We have paused PWX_GDT_Interests_Flower – Copy ad set.
",,,03-20-2023,Lakshmish,,,,,,,,
GDT,Social,03-20-2023,PWX_GDT_Control_Circ_Retargeting,Ad set paused,Paused PWX_GDT_Retargeting_NL/IP Lists and PWX_GDT_Retargeting_Website Visitors Retargeting_Evergreen_Copy.,,,03-20-2023,Lakshmish,,,,,,,,
GDT,Social,03-20-2023,PWX_GDT_CBO_Control_Circ,Changes made,"We have merged PWX_GDT_LAL_Website Visitors Lookalike_Evergreen and PWX_GDT_Retargeting_Website Visitors Retargeting_Evergreen ad sets with the current creatives and named them as PWX_GDT_Stacked_Website Visitor Retargeting & LAL and activate the same.

",,,03-20-2023,Lakshmish,,,,,,,,
GDT,Social,03-22-2023,PWX_GDT_CBO_Control_Circ,Increased budget,"We have increased the budget to $1,000/day",,,03-22-2023,Lakshmish,,,,,,,,
GDT,Social,03-23-2023,PWX_GDT_Control_Circ_Premium Test_Mar23,Campaign launched,"We have launched the campaign with the below ad sets.

PWX_GDT_Competitors_Evergreen_A
PWX_GDT_Competitors_Evergreen_B

PWX_GDT_Interests_Evergreen_A
PWX_GDT_Interests_Evergreen_B
PWX_GDT_Interests_Flower_A
PWX_GDT_Interests_Flower_A

",,,03-23-2023,Lakshmish,,,,,,,,
GDT,Social,03-23-2023,"PWX_GDT_CBO_Control_Circ
PWX_GDT_Control_Circ_Outbound
PWX_GDT_Control_Circ_Retargeting",Description changed,"
We have updated the description from ""Subscribe and save 52%"" to ""Plus a FREE gift"" for all the PWX_GDT_Control_Evergreen_Video_V2 creatives ",,,03-23-2023,Lakshmish,,,,,,,,
GDT,Social,03-27-2023,PWX_GDT_SIP_Catalog_Product,Changes made,"We have paused PWX_GDT_LAL_Social Lookalike ad set because the high spent of $67.20 and has 0 conversions from last 14 days and relaunched PWX_GDT_Retargeting_NL/IP List ad set which used to perform earlier.
",,,03-27-2023,Lakshmish,,Social (April 2023),,SEM (April 2023),,,,
GDT,Social,03-27-2023,PWX_GDT_Control_Circ_Premium Test_Mar23,Changes made,"• In PWX_GDT_Interests_Evergreen_B ad set we have paused Image - GDT Mar23 Premium Test V9 - Test ad because of the high spent of $63.87 and has 0 conversions from last 14 days.

• Since the CPA is high we have reduced the budgets to $10 for active ad sets",,Since the CPA is high we can reduce the budgets to $10 for active ad sets,03-27-2023,Lakshmish,,"Summary:

Optimizations in the Current Month for respected campaigns:

• We have paused PWX_GDT_Interests_Evergreen_B, PWX_GDT_Interests_Flower_A and PWX_GDT_Interests_Evergreen_A ad sets because of the high CPA of $70's and not performing since last 7 days.
• We have relaunched PWX_GDT_Interests_Flower_B ad set as mentioned above. So, we are currently active with PWX_GDT_Interests_Flower_B and PWX_GDT_Competitors_Evergreen_A ad sets.



Agenda for the following month:
• Making regular changes and optimizations to the campaign. 
• Try to increase the number of conversions.",,"Summary:

Overall Insights:

•  Target CPA decreased from $12.00 to $6.00
•  PWX_GDT_Circ_Garden Gate_Mar 23: Amount changed from $20.00 to $60.00
•  ""garden magazines"": Status changed from default (enabled) to paused
•  [garden magazines] exact match keyword added in ad group Brand V2
•  [gardengate] exact match keyword added in ad group Brand V2
•  ""gardengate magazine"" phrase match keyword added in ad group Brand V2
•  ""Garden Gate Magazine online"" phrase match keyword added in ad group Brand V2
•  ""garden planning ideas"" phrase match keyword added in ad group Brand V2
•  Have relaunched phrase match keyword ""garden magazines"" 
•  (Pmax Campaign) Removed the In Market Audience from the Audience Signal
•  (Pmax Campaign) Worked on the punctuation level error on Long headlines 

Agenda for the following month:

• We will continue searching more relevant keywords and search terms which can be added to the campaign.
• We will keep a pace up with our regular daily checks at the various levels (Audience, Demographics, Keywords. etc)
• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved
",,,,
GDT,Social,03-28-2023,PWX_GDT_Control_Circ_Outbound,Ad set paused,"In PWX_GDT_Interests_Evergreen – Copy ad set we have paused Image - GDT Mar Refresh V3 - Control because of the high CPA of $58.39 and also we have paused and duplicated PWX_GDT_Control_Evergreen_Video_V2 creative since it is the top performing creative.

",,,03-28-2023,Lakshmish,,,,,,,,
GDT,Social,03-28-2023,PWX_GDT_CBO_Control_Circ,Changes made,"In the mentioned ad sets PWX_GDT_Stacked_Website Visitor Retargeting & LAL, PWX_GDT_LAL_Subscriber_Evergreen and PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen.

We have paused Image - GDT Mar Refresh V3 - Control creative because of the high spent from last 14 days in the above mentioned ad sets and duplicated the PWX_GDT_Control_Evergreen_Video_V2 creative which is performing well for us to reduce the CPA.",,,03-28-2023,Lakshmish,,,,,,,,
GDT,Social,03-29-2023,PWX_GDT_SIP_Catalog_Product,Changes made,"In PWX_GDT_Social_Engagement & Followers ad set we have relaunched Carousel - GDT Books - Control and paused the copy one.
",,,03-29-2023,Lakshmish,,,,,,,,
GDT,Social,03-29-2023,PWX_GDT_Control_Circ_Retargeting,Budget decreased,We have reduced the budget on PWX_GDT_LAL_Website Visitors Lookalike_Evergreen to $50/day.,,,03-29-2023,Lakshmish,,,,,,,,
GDT,Social,03-29-2023,PWX_GDT_Control_Circ_Outbound,Budget decreased to $150/day,"PWX_GDT_Competitors_Evergreen_Copy
PWX_GDT_Interests_Flower
PWX_GDT_Interests_Evergreen
PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen",,,03-29-2023,Lakshmish,,Social (May 2023),,SEM (May 2023),,,,
GDT,Social,03-30-2023,PWX_GDT_Control_Circ_Retargeting,Ad paused,"In PWX_GDT_LAL_Website Visitors Lookalike_Evergreen
ad set we have paused Image - GDT Mar Refresh V3 - Control
creative with spent of $31.59 and has 0 conversions from last 3 days.
",,,03-30-2023,Lakshmish,,"Summary:

Optimizations in the Current Month for respected campaigns:

• We have paused PWX_GDT_Interests_Evergreen_B, PWX_GDT_Interests_Flower_A and PWX_GDT_Interests_Evergreen_A ad sets because of the high CPA of $70's and not performing since last 7 days.
• We have relaunched PWX_GDT_Interests_Flower_B ad set as mentioned above. So, we are currently active with PWX_GDT_Interests_Flower_B and PWX_GDT_Competitors_Evergreen_A ad sets.



Agenda for the following month:
• We will relaunch ads and ad sets that have shown strong performance in the past. By leveraging successful past campaigns, we can potentially replicate their success and achieve positive results.
• We will conduct research to identify new interest-based audiences. This will help us expand our targeting options and reach a broader audience who may be interested in our offerings.",,"Summary:

Overall Insights:

•  Made Bid Adjustments at Household income, gender and age levels 
• (Display Campaign) Added relevant websites and youtube channels as placements 


Agenda for the following month:

• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved
• Keep a sight closely on the Pmax campaign and the TCPA spend ",,,,
GDT,Social,03-30-2023,PWX_GDT_CBO_Control_Circ,Ad set paused,We have paused PWX_GDT_Stacked_Website Visitor Retargeting & LAL ad set because of the high CPA of $120.60 and has 1 conversion from last 3 days.,,,03-30-2023,Lakshmish,,,,,,,,
GDT,Social,03-31-2023,PWX_GDT_Control_Circ_Premium Test_Mar23,Ad set paused,"We have paused PWX_GDT_Competitors_Evergreen_B ad set because of the high CPA of $132.02 and has only 1 conversion since last 14 days.
",,,03-31-2023,Lakshmish,,,,,,,,
GDT,Social,04-03-2023,PWX_GDT_Control_Circ_Premium Test_Mar23,Ad set paused,"We have paused PWX_GDT_Interests_Flower_B ad set because of the high CPA of $72.86 and has 1 conversion from last 7 days.
",,,04-03-2023,Lakshmish,,,,,,,,
GDT,Social,04-03-2023,PWX_GDT_SIP_Catalog_Product,Ad set paused,"We have paused PWX_GDT_Social_Engagement & Followers
ad set because of the high spent of $70.32 and has 0 conversions from last 7 days.
",,,04-03-2023,Lakshmish,,,,,,,,
GDT,Social,04-04-2023,PWX_GDT_SIP_Catalog_Product,Ad set activated,We have activated PWX_GDT_LAL_GDT Plans Purchaser Lookalike ad set.,,,04-04-2023,Lakshmish,,,,,,,,
GDT,Social,04-05-2023,PWX_GDT_Control_Circ_Outbound,Ad set relaunched,"• In PWX_GDT_Interests_Evergreen – Copy ad set we have paused copy one and launched the original PWX_GDT_Control_Evergreen_Video_V2 creative which is performing well for us.

• We have paused the PWX_GDT_Interests_Flower and PWX_GDT_Interests_Evergreen – Copy ad sets.",,,04-05-2023,Lakshmish,,Social (June 2023),,SEM (June 2023),,Bing (July 2023),,
GDT,Social,04-05-2023,PWX_GDT_Control_Circ_Premium Test_Mar23,Ad paused,"In PWX_GDT_Interests_Evergreen_B, PWX_GDT_Interests_Flower_A
 and PWX_GDT_Interests_Evergreen_A ad sets we have paused the high spent ads to reduce the CPA.
",,,04-05-2023,Lakshmish,,"Summary

Optimizations Insights:
• Added new June creatives to the campaign.
• Paused PWX_GDT_Interests_Flower – Copy ad set because of the high CPA.
• We have updated the description from """"Subscribe and save 52%"""" to """"Plus a FREE gift"""" for all the PWX_GDT_Control_Evergreen_Video_V2 creatives.
• We have decreased the budgets for the active ad sets.




Agenda for the following month:

• We will persist in making optimizations based on performance trends to continually improve the campaign's effectiveness and efficiency.
• It is worth exploring the possibility of launching ad sets that have not been previously tested. This allows us to uncover new opportunities and potentially tap into untapped audiences.
• We will relaunch ads and ad sets that have shown strong performance in the past. By leveraging successful past campaigns, we can potentially replicate their success and achieve positive results.
• We will conduct research to identify new interest-based audiences. This will help us expand our targeting options and reach a broader audience who may be interested in our offerings.",,"Summary

Overall Insights:

• We have a CPA of 2.79 and we are below our target CPA and it is decreased by 11.12 as compared to last month. 
• By analyzing the data from the previous month CPC has outperformed by a dip of 7.19% this month.
• We have been making regular Bid Adjustments and optimizations are executed based on the performance on the live campaigns.
• Bid adjustments have been made in the Age group, Household Income, Device and Gender level
• Few of the Google recommendations have been dismissed due to their irrelevancy or were not useful. The current optimization score is 99%

Agenda for the following month:

• We will continue searching more relevant keywords and search terms which can be added to the campaign.
• We will keep a pace up with our regular daily checks at the various levels (Audience, Demographics, Keywords. etc)
• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved",,"Summary

Overall Insights:

• Ad Group Brand - V2

Increased bid for the following set of  performing keywords 

garden gate Bid increased from $1 to $1.50
garden gate magazine Bid increased from $1 to $1.50


Agenda for the following month:

• We will continue searching more relevant keywords and search terms which can be added to the campaign.
• We will keep a pace up with our regular daily checks at the various levels (Audience, Demographics, Keywords. etc)
• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved",,
GDT,Social,04-05-2023,PWX_GDT_Control_Circ_Retargeting,Budget reduce,We have reduced the budgets to $25/day for the active 2 ad sets.,,,04-05-2023,Lakshmish,,,,,,,,
GDT,Social,04-05-2023,PWX_GDT_SIP_Catalog_Product,Campaign paused,,,,04-05-2023,Lakshmish,,,,,,,,
GDT,SEM,04-06-2023,PWX_GDT_Circ_Garden Gate_Mar 23,Changes made,"- Daily Budget increased to $60
- Target CPA Increased to $6
- Added Exact Match Keywords",,,04-06-2023,Gourav,,,,,,,,
GDT,SEM,04-06-2023,PWX_GDT_Circ_Garden Gate_Feb 22,Changes made,- Daily Budget increased to $150,,,04-06-2023,Gourav,,,,,,,,
GDT,SEM,04-06-2023,PWX_GDT_Circ_Garden Gate_Mar 23,Changes made,"[garden magazines] exact match keyword added in ad group Brand V2

[gardengate] exact match keyword added in ad group Brand V2",,,04-06-2023,Gourav,,,,,,,,
GDT,SEM,04-06-2023,PWX_GDT_Circ_Garden Gate_Mar 23,Changes made,Paused gardengate phrase match keyword,,,04-06-2023,Gourav,,,,,,,,
GDT,Social,04-07-2023,PWX_GDT_Control_Circ_Outbound,Changes made,"In PWX_GDT_Competitors_Evergreen_Copy 2 ad set we have paused and relaunched PWX_GDT_Control_Evergreen_Video_V2 creative and relaunched PWX_GDT_LAL_Subscriber_Evergreen ad set with PWX_GDT_Control_Evergreen_Video_V2, Image - Jan-Feb23 V1 - Control and Image - Jan-Feb23 V4 - Control creatives to increase the subs.

 
",,,04-07-2023,Lakshmish,,,,,,,,
GDT,Social,04-07-2023,PWX_GDT_Control_Circ_Premium Test_Mar23,Ad sets paused,"• We have paused PWX_GDT_Interests_Evergreen_B, PWX_GDT_Interests_Flower_A and PWX_GDT_Interests_Evergreen_A ad sets because of the high CPA of $70's and not performing since last 7 days.

• We have relaunched PWX_GDT_Interests_Flower_B ad set as mentioned above. So, we are currently active with PWX_GDT_Interests_Flower_B and PWX_GDT_Competitors_Evergreen_A ad sets.
",,We can launch other ad sets for testing with performed creatives.,04-07-2023,Lakshmish,,Social (July 2023),,SEM (July 2023),,,,
GDT,Social,04-07-2023,PWX_GDT_CBO_Control_Circ,Changes made,"
We have paused PWX_GDT_Social_FB Fans which is not performing and in PWX_GDT_Interests_Evergreen ad set we have paused and duplicated PWX_GDT_Control_Evergreen_Video_V2 creative which used to perform well for us.
",,,04-07-2023,Lakshmish,,"Summary

Optimizations Insights:
• ""We have paused PWX_GDT_Interests_Flower and PWX_GDT_LAL_NL/IP Lists
ad sets because of the high CPA from last 3 days and has 0 conversions.





Agenda for the following month:

• We will persist in making optimizations based on performance trends to continually improve the campaign's effectiveness and efficiency.
• It is worth exploring the possibility of launching ad sets that have not been previously tested. This allows us to uncover new opportunities and potentially tap into untapped audiences.
• We will relaunch ads and ad sets that have shown strong performance in the past. By leveraging successful past campaigns, we can potentially replicate their success and achieve positive results.
• We will conduct research to identify new interest-based audiences. This will help us expand our targeting options and reach a broader audience who may be interested in our offerings.",,"Summary

Overall Insights:

• We have a CPA of 2.79 and we are below our target CPA and it is decreased by 11.12 as compared to last month. 
• By analyzing the data from the previous month CPC has outperformed by a dip of 14.58% this month.
• Trend analysis with comparision to last month shows us we have increase in number of conversions by 3.19%
• We have been making regular Bid Adjustments and optimizations are executed based on the performance on the live campaigns.
• Bid adjustments have been made in the Age group, Household Income, Device and Gender level
• Few of the Google recommendations have been dismissed due to their irrelevancy or were not useful. The current optimization score is 99%

Agenda for the following month:

• We will continue searching more relevant keywords and search terms which can be added to the campaign.
• We will keep a pace up with our regular daily checks at the various levels (Audience, Demographics, Keywords. etc)
• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved",,,,
GDT,Social,04-07-2023,PWX_GDT_Control_Circ_Premium Test_Mar23,Campaign paused,,,,04-07-2023,Lakshmish,,,,,,,,
GDT,SEM,04-07-2023,PWX_GDT_Circ_Garden Gate_Mar 23,Changes made,"""gardengate magazine"" phrase match keyword added in ad group Brand V2

""Garden Gate Magazine online"" phrase match keyword added in ad group Brand V2

""garden planning ideas"" phrase match keyword added in ad group Brand V2",,,04-07-2023,Gourav,,,,,,,,
GDT,Social,04-10-2023,PWX_GDT_CBO_Control_Circ,Ad sets paused,"We have paused PWX_GDT_LAL_NL/IP Lists and PWX_GDT_Interests_Flower ad sets because of the high spent and has 0 conversions from last 3 days.
",,,04-10-2023,Lakshmish,,,,,,,,
GDT,Social,04-10-2023,PWX_GDT_Control_Circ_Retargeting,Changes made,"In PWX_GDT_Retargeting_Order Page Abandoners_Evergreen
ad set we have paused Image - GDT Mar Refresh V3 - Control creative and also paused PWX_GDT_Control_Evergreen_Video_V2_Copy and relaunched PWX_GDT_Control_Evergreen_Video_V2.
",,,04-10-2023,Lakshmish,,,,,,,,
GDT,Social,04-11-2023,PWX_GDT_Control_Circ_Retargeting,Changes made,"In PWX_GDT_LAL_Website Visitors Lookalike_Evergreen ad set we have duplicated PWX_GDT_Control_Evergreen_Video_V2 which used to perform well and also relaunched PWX_GDT_Retargeting_Website Visitors Retargeting_Evergreen ad set with performed creatives to increase the subs.
",,,04-11-2023,Lakshmish,,,,,,,,
GDT,Social,04-11-2023,PWX_GDT_CBO_Control_Circ,Budget reduce,We have reduced the budget for this campaign to $700/day.,,,04-11-2023,Lakshmish,,,,,,,,
GDT,Social,04-11-2023,PWX_GDT_Control_Circ_Outbound,Changes made,"Paused PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen – Copy since it has a high 7 day CPA. Also, reduceD the budget on the below ad sets:
PWX_GDT_Competitors_Evergreen_Copy: $75/day
PWX_GDT_Interests_Evergreen: $50/day",,,04-11-2023,Lakshmish,,,,,,,,
GDT,Social,04-13-2023,PWX_GDT_Control_Circ_Retargeting,Ad set paused,"We have paused PWX_GDT_LAL_Website Visitors Lookalike_Evergreen ad set because of the high spent of $73.14 and has 0 conversions from last 3 days.
",,,04-13-2023,Lakshmish,,Social (Aug 2023),,SEM (Aug 2023),,Bing (Aug 2023),,
GDT,Social,04-18-2023,PWX_GDT_Control_Circ_Retargeting,Changes made,"We have paused PWX_GDT_Retargeting_Order Page Abandoners_Evergreen ad set and relaunched PWX_GDT_Retargeting_NL/IP Lists with performed creatives.

",,,04-18-2023,Lakshmish,,"Summary

Optimizations Insights:
• Paused ad set PWX_GDT_Interests_Evergreen due to high CPA                                                                        
•Reduced the campaign daily budget from $250/day to $200/day to control the daily pacing 




Agenda for the following month:

• We will persist in making optimizations based on performance trends to continually improve the campaign's effectiveness and efficiency.
• It is worth exploring the possibility of launching ad sets that have not been previously tested. This allows us to uncover new opportunities and potentially tap into untapped audiences.
• We will relaunch ads and ad sets that have shown strong performance in the past. By leveraging successful past campaigns, we can potentially replicate their success and achieve positive results.
• We will conduct research to identify new interest-based audiences. This will help us expand our targeting options and reach a broader audience who may be interested in our offerings.",,"Summary

Overall Insights:

• We have a CPA of $5.01and we are below our target CPA
.• We have been making regular Bid Adjustments and optimizations are executed based on the performance on the live campaigns.
• Bid adjustments have been made in the Age group, Household Income, Device and Gender level
• Few of the Google recommendations have been dismissed due to their irrelevancy or were not useful. The current optimization score is 100%

Agenda for the following month:

• We will continue searching more relevant keywords and search terms which can be added to the campaign.
• We will keep a pace up with our regular daily checks at the various levels (Audience, Demographics, Keywords. etc)
• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved",,"Summary

Overall Insights:
• Increased bid for keyword garden gate from $0.50 to $1 
• Looked into Bing recommendaions and analyzed the campaign thoroughly for an optimization score of 94%



Agenda for the following month:

• We will continue searching more relevant keywords and search terms which can be added to the campaign.
• We will keep a pace up with our regular daily checks at the various levels (Audience, Demographics, Keywords. etc)
• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved",,
GDT,SEM,04-19-2023,PWX_GDT_Circ_Garden Gate_Mar 23,Changes made,"Have relaunched phrase match keyword ""garden magazines"" ",,,04-19-2023,Aniket,,,,,,,,
GDT,Social,04-20-2023,PWX_GDT_Control_Circ_Outbound,Changes made,"We have paused PWX_GDT_Competitors_Evergreen_Copy 2
ad set because of the high CPA of $72.40 and also in PWX_GDT_LAL_Subscriber_Evergreen ad set we have paused PWX_GDT_Control_Evergreen_Video_V2 creative because of the high CPA of $71.65 and relaunched PWX_GDT_Control_Evergreen_Video_V2 – Copy ad.
",,,04-20-2023,Lakshmish,,,,,,,,
GDT,Social,04-21-2023,PWX_GDT_CBO_Control_Circ,Changes made,"• We have reduced the budget for this campaign to $500/day.
• And relaunched PWX_GDT_Retargeting_Website Visitors Retargeting_Evergreen
PWX_GDT_LAL_NL/IP Lists, PWX_GDT_Interests_Flower ad sets.",,,04-21-2023,Lakshmish,,,,,,,,
GDT,Social,04-24-2023,PWX_GDT_Control_Circ_Retargeting,Changes made,"We have paused PWX_GDT_Retargeting_NL/IP Lists and PWX_GDT_Retargeting_Website Visitors Retargeting_Evergreen ad sets because of the high CPA's and relaunched PWX_GDT_Retargeting_Website Visitors Retargeting_Evergreen_Copy and PWX_GDT_Retargeting_Order Page Abandoners_Evergreen ad sets with performed creatives.
",,,04-24-2023,Lakshmish,,,,,,,,
GDT,Social,04-24-2023,PWX_GDT_CBO_Control_Circ,Changes made,"In PWX_GDT_Interests_Flower ad set we have paused and duplicated PWX_GDT_Control_Evergreen_Video_V2 and Image - GDT Mar Refresh V3 - Control which used to perform well.
",,,04-24-2023,Lakshmish,,,,,,,,
GDT,Social,04-25-2023,PWX_GDT_CBO_Control_Circ,Changes made,"In PWX_GDT_LAL_Purchasers_Evergreen ad set we have paused because of the high CPA, and duplicated PWX_GDT_Control_Evergreen_Video_V2 creative because it used to perform well.
",,,04-25-2023,Lakshmish,,,,,,,,
